Subject,Number,Course_Title,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,avg_gpa
AGED,220,Prog Del in Ag & Leadership Ed,2,5,4,0,3,2,0,2,0,1,1,0,1,0,3.02
AGED,230,Leadership Communications,6,141,53,32,18,9,9,6,4,5,1,3,4,3,3.46
AGED,260,Intro to Leadership Studies,318,1018,361,288,235,110,76,61,25,24,9,7,19,8,3.52
AGED,280,Training Needs Assessment,38,106,42,19,26,9,1,12,2,3,4,2,5,2,3.45
AGED,300,Training and Development,25,97,16,13,14,4,1,5,3,0,0,0,0,0,3.71
AGED,310,Prof Dev in Leadership Ed,10,3,1,3,4,1,0,0,1,0,0,0,0,0,3.57
AGED,340,Leadership Ethics & Pluralism,29,62,43,14,13,3,1,1,2,3,0,0,3,0,3.6
AGED,360,Advanced Leadership Studies,49,34,21,12,8,4,2,6,0,0,2,0,0,0,3.64
AGED,380,Leadership in Groups and Teams,151,232,170,66,52,26,3,3,5,0,1,0,6,0,3.67
AGED,421,Teaching Strategies in AGED,0,13,3,0,1,1,2,0,0,0,1,0,0,0,3.54
AGED,430,Youth Development Programs,31,19,6,4,3,2,0,0,0,0,0,0,0,0,3.84
AGED,480,Collaborative Leadership,81,229,115,42,25,7,4,2,1,0,0,0,1,1,3.76
AGED,499,Begin Agri Teacher Seminar II,0,18,2,1,1,1,0,1,0,0,0,0,1,0,3.61
AGED,499,Begin Agri Teachers Seminar,8,35,2,0,6,2,0,0,0,0,0,0,0,0,3.82
AHS,125,James Scholars Seminar,20,175,0,3,4,0,0,0,0,0,2,0,1,0,3.92
AHS,199,Undergraduate Open Seminar,84,339,0,3,40,0,0,11,0,0,7,0,7,0,3.77
AHS,365,Civic Engagement in Wellness,0,34,4,1,0,0,0,0,0,0,0,0,0,0,3.95
AHS,399,Int. Collab. in Health Serv.,1,28,0,0,2,1,0,0,0,0,0,0,0,0,3.9
AHS,399,Pre-Field Experience in i-HLT,24,28,4,4,0,0,0,0,2,0,0,0,0,0,3.86
AHS,494,Disability & Assistive Technol,0,42,17,5,2,1,0,2,0,0,1,0,7,0,3.39
AIS,101,Intro to Amer Indian Studies,109,554,218,152,219,55,21,37,14,2,8,0,33,6,3.44
AIS,140,Native Religious Traditions,7,21,24,9,5,1,5,1,1,0,0,0,3,0,3.42
AIS,265,Intro to American Indian Lit,5,16,0,1,0,1,0,0,0,0,0,0,0,1,3.75
AIS,275,Am Indian and Indigenous Film,10,6,1,2,3,1,0,0,0,0,1,0,2,0,3.35
AIS,285,Indigenous Thinkers,24,25,2,2,7,5,0,4,0,0,0,0,0,1,3.6
ANSC,100,Intro to Animal Sciences,114,706,2,106,605,0,69,164,2,1,24,0,14,4,3.3
ANSC,101,Contemporary Animal Issues,71,520,107,100,163,33,24,49,17,9,3,3,11,5,3.47
ANSC,103,Working With Farm Animals,0,423,0,4,6,0,0,0,0,0,0,0,1,1,3.96
ANSC,109,Meat Pricing and Preparation,3,61,6,5,41,6,0,0,0,0,0,0,0,1,3.53
ANSC,110,Life With Animals and Biotech,50,333,32,10,65,3,2,5,2,0,1,0,2,3,3.75
ANSC,199,Foal Watch,1,51,0,0,1,0,0,0,0,0,0,0,0,0,3.98
ANSC,201,Principles of Dairy Production,14,60,9,2,14,2,2,0,0,0,0,1,0,0,3.73
ANSC,205,World Animal Resources,6,307,0,49,129,0,8,12,0,0,0,0,1,1,3.6
ANSC,206,Horse Management,19,384,26,12,67,2,5,4,1,0,0,0,0,0,3.8
ANSC,207,Companion Animal Biology &Care,217,1021,132,223,439,101,80,122,20,17,36,3,22,5,3.4
ANSC,209,Meat Animal Carcass Eval,1,14,0,1,5,1,0,7,0,0,0,0,0,0,3.28
ANSC,221,"Cells, Metabolism and Genetics",36,404,25,59,441,19,53,254,8,23,63,6,28,3,2.93
ANSC,222,Anatomy and Physiology,37,224,86,90,293,87,64,210,88,63,122,50,63,11,2.5
ANSC,223,Animal Nutrition,0,247,1,52,326,0,40,156,0,11,68,0,13,0,2.88
ANSC,224,Animal Reproduction and Growth,61,132,66,91,136,83,68,119,46,24,27,18,13,2,2.81
ANSC,250,Companion Animals in Society,796,2686,328,384,420,160,101,101,51,26,31,13,59,9,3.62
ANSC,294,Intern On Campus Practical Exp,0,67,0,0,2,0,0,0,0,0,0,0,1,0,3.91
ANSC,298,Undergraduate Seminar,324,737,27,4,44,7,1,12,0,0,7,0,7,1,3.88
ANSC,299,Companion Animal Trip,0,25,0,0,5,0,0,0,0,0,0,0,0,0,3.83
ANSC,305,Human Animal Interactions,75,227,17,24,21,12,7,4,4,1,1,0,4,0,3.72
ANSC,306,Equine Science,12,206,15,28,39,6,3,6,0,0,1,0,1,0,3.7
ANSC,307,Companion Animal Management,15,51,34,49,73,21,27,27,13,4,5,9,9,0,2.91
ANSC,309,Meat Production and Marketing,0,44,4,10,5,5,0,2,0,0,1,0,0,0,3.62
ANSC,321,Animal Nutrition,13,20,8,8,34,6,3,13,1,0,1,0,0,2,3.13
ANSC,322,Livestock Feeds and Feeding,0,24,8,4,14,7,2,6,0,0,4,0,2,0,3.1
ANSC,331,Biology of Reproduction,29,61,31,45,64,13,17,25,10,5,9,3,1,1,3.1
ANSC,350,Cellular Metabolism in Animals,0,292,0,20,34,7,2,28,0,0,2,0,0,0,3.68
ANSC,362,Princ of Animal Physiology,0,4,5,5,24,18,6,15,13,1,9,1,1,0,2.43
ANSC,363,Behavior of Domestic Animals,50,295,7,35,69,3,4,2,0,0,0,0,0,0,3.76
ANSC,370,Companion Animal Policy,5,25,10,3,11,2,1,4,1,2,0,0,3,0,3.28
ANSC,398,CC Humane Society Internship,2,41,1,0,5,0,0,2,0,0,0,0,1,0,3.74
ANSC,398,Companion Animal Spring Trip,53,3,4,1,1,1,0,0,0,0,0,0,0,0,3.93
ANSC,398,Off-Campus Internship,23,96,2,0,3,0,0,1,0,0,0,0,1,1,3.89
ANSC,398,Undergraduate Research,7,12,0,2,1,0,0,0,0,0,0,0,0,0,3.89
ANSC,400,Dairy Herd Management,14,30,6,4,1,1,1,0,0,0,0,0,0,0,3.85
ANSC,401,Beef Production,15,283,1,21,65,0,8,9,0,0,0,0,0,0,3.72
ANSC,402,Sheep Production,0,202,0,0,38,0,0,4,0,0,0,0,0,0,3.81
ANSC,403,Pork Production,16,10,8,3,6,0,0,3,0,0,0,0,0,0,3.64
ANSC,404,Poultry Science,3,39,0,1,5,0,0,0,0,0,0,0,0,0,3.88
ANSC,406,Zoo Animal Conservation Sci,86,139,32,26,64,25,12,13,5,5,3,0,0,0,3.5
ANSC,407,Animal Shelter Management,12,24,23,11,39,10,6,9,6,2,2,0,2,1,3.1
ANSC,409,Meat Science,7,60,0,1,26,0,0,9,0,0,3,0,2,0,3.43
ANSC,420,Ruminant Nutrition,17,101,40,28,137,18,19,58,7,11,7,2,5,0,3.04
ANSC,421,Minerals and Vitamins,1,11,5,5,2,1,0,0,0,0,0,0,0,0,3.67
ANSC,422,Companion Animal Nutrition,3,179,0,0,119,0,0,41,0,0,19,0,4,0,3.25
ANSC,431,Advanced Reproductive Biology,72,148,38,53,105,13,15,53,5,5,4,0,5,1,3.3
ANSC,437,Adv Reproductive Management,2,23,8,6,20,14,3,5,2,0,0,1,0,0,3.19
ANSC,438,Lactation Biology,31,157,18,5,14,3,3,3,0,0,2,0,0,0,3.81
ANSC,444,Applied Animal Genetics,5,32,9,6,4,2,2,2,1,0,0,0,1,0,3.57
ANSC,445,Statistical Methods,17,43,11,4,0,1,0,0,1,0,0,0,0,0,3.87
ANSC,446,Population Genetics,13,27,4,8,5,1,4,5,2,0,1,0,0,0,3.47
ANSC,450,Comparative Immunobiology,2,96,0,3,66,0,0,9,0,0,1,0,1,0,3.48
ANSC,452,Animal Growth and Development,32,229,2,16,61,0,0,16,0,0,2,0,0,3,3.66
ANSC,467,Applied Animal Ecology,60,222,37,29,36,3,8,2,2,0,0,1,2,0,3.74
ANSC,498,Integrating Animal Sciences,55,608,4,6,54,0,0,5,0,0,3,0,1,1,3.88
ANSC,499,Animal Shelter Management,5,26,0,0,1,0,0,0,0,0,0,0,0,0,3.97
ANSC,499,Dangerous Dog Breeds & Discrim,10,7,0,1,1,0,0,0,0,0,0,0,3,0,3.38
ANSC,499,Dangerous Dogs & Breed Discrim,0,20,0,0,0,0,1,0,0,0,0,0,0,0,3.92
ANSC,499,Tropical Epidemiology,0,8,0,0,8,0,0,10,0,0,0,0,1,0,2.81
ANSC,520,Protein and Energy Nutrition,5,34,7,6,37,6,0,2,0,0,0,0,2,0,3.36
ANSC,542,Applied Bioinformatics,2,92,13,4,0,2,0,2,0,0,0,0,0,1,3.85
ANSC,561,Animal Stress Physiology,3,15,2,2,0,1,0,1,0,0,0,0,0,0,3.78
ANTH,101,Introduction to Anthropology,277,1523,615,413,880,287,172,412,123,52,119,22,112,28,3.15
ANTH,102,Human Origins and Culture,54,119,98,114,140,68,58,57,24,14,29,7,32,3,2.91
ANTH,103,Anthro in a Changing World,242,1415,1336,903,1063,643,305,280,170,55,82,25,136,31,3.17
ANTH,104,Talking Culture,34,53,73,39,31,9,9,5,2,3,1,1,4,1,3.41
ANTH,105,World Archaeology,23,137,80,87,133,75,33,97,29,10,24,4,23,9,2.86
ANTH,106,Hist Arch Americas,26,50,16,10,26,8,4,3,1,0,2,2,0,2,3.44
ANTH,143,Biology of Human Behavior,2316,3487,1600,686,1117,400,192,310,124,55,111,40,203,46,3.49
ANTH,150,Novel Archaeology,20,14,20,10,14,0,2,2,0,0,0,0,4,0,3.41
ANTH,157,The Archaeology of Illinois,1,12,3,4,6,1,1,2,0,1,1,1,0,0,3.22
ANTH,160,Contemporary Social Issues,20,28,25,11,23,16,6,5,7,4,3,0,7,1,3.05
ANTH,165,Lang & Culture Native North Am,23,32,12,6,3,1,1,2,1,0,4,0,2,0,3.54
ANTH,175,Archaeology and Pop Culture,30,41,10,9,24,4,7,8,8,0,2,0,4,0,3.27
ANTH,180,The Archaeology of Death,387,574,178,159,360,83,71,152,58,0,58,0,29,11,3.28
ANTH,182,Latin American Cultures,8,9,6,5,13,4,0,2,0,0,2,0,3,0,3.12
ANTH,185,The Global Pacific,49,21,24,9,15,11,7,6,6,0,2,0,2,2,3.33
ANTH,199,"Chinese Science, Tech & Med.",6,16,4,6,6,4,0,2,0,2,2,0,0,0,3.33
ANTH,209,"Food, Culture, and Society",107,1836,148,163,128,63,48,22,7,2,18,0,35,7,3.71
ANTH,220,Introduction to Archaeology,21,71,59,33,38,40,14,14,3,2,4,0,8,1,3.21
ANTH,225,Women in Prehistory,2,6,9,2,4,2,2,0,0,0,0,0,1,0,3.35
ANTH,230,Sociocultural Anthropology,60,235,151,119,126,51,32,30,7,11,11,1,22,3,3.28
ANTH,240,Biological Anthropology,6,45,9,15,23,2,3,8,1,0,2,0,0,0,3.4
ANTH,241,Human Biological Variation,6,4,3,2,2,2,1,0,1,0,0,0,1,0,3.32
ANTH,246,Forensic Science,65,1246,199,146,356,27,33,125,17,7,26,2,54,11,3.45
ANTH,249,Evolution and Human Disease,21,49,22,18,15,7,3,2,3,1,1,0,3,2,3.42
ANTH,259,Latina/o Cultures,9,11,2,2,1,0,0,0,2,0,0,0,0,0,3.72
ANTH,262,Women's Lives,0,2,2,7,10,3,3,1,0,0,0,0,1,0,2.95
ANTH,266,African Film and Society,10,33,17,13,20,12,3,9,3,2,4,0,0,0,3.22
ANTH,268,Images of the Other,5,15,9,10,14,6,4,4,1,0,0,1,2,1,3.11
ANTH,270,Language in Culture,7,21,18,19,15,6,3,5,1,0,3,0,2,0,3.24
ANTH,270,Linguistic Anthropology,6,22,11,12,15,10,7,3,2,3,1,0,0,3,3.1
ANTH,271,Language in Culture-ACP,2,3,10,4,2,6,2,3,2,0,0,0,1,1,2.94
ANTH,271,Linguistic Anth-ACP,6,4,6,4,3,3,0,1,2,0,0,0,0,0,3.37
ANTH,275,The World of Jewish Sepharad,18,20,14,3,9,4,6,11,6,2,1,0,0,0,3.2
ANTH,277,"Ancient Cities, Sacred Land",15,25,24,15,19,5,5,4,2,1,2,0,2,1,3.29
ANTH,278,Climate Change & Civilization,7,30,0,0,9,0,0,4,1,0,0,0,0,0,3.62
ANTH,280,Personal Anthropology,0,14,6,4,10,4,4,0,0,0,0,0,0,0,3.37
ANTH,288,American Indians of Illinois,0,13,8,14,7,3,2,2,4,0,1,1,1,0,3.11
ANTH,343,Behavior and Biology of Women,0,42,39,17,5,3,0,0,0,0,0,0,0,0,3.69
ANTH,362,"Body, Personhood, and Culture",2,23,7,10,7,2,0,0,1,0,0,0,1,1,3.46
ANTH,363,Anth of Dance/Movement,1,9,5,4,2,1,1,3,2,0,1,0,0,0,3.21
ANTH,374,Anth of Science and Technology,0,23,5,0,0,0,0,0,0,0,0,0,1,1,3.68
ANTH,376,Aztec Civilization,4,7,14,9,8,8,3,6,2,0,1,1,1,1,2.99
ANTH,393,The World of Jewish Sepharad,2,4,0,7,3,1,1,1,1,0,2,0,0,0,3.05
ANTH,399,Anthropology of Crime,2,12,7,1,2,2,1,0,1,0,0,0,1,0,3.46
ANTH,399,Eating America,1,28,1,2,3,0,0,1,0,0,0,0,0,0,3.81
ANTH,399,Senior Capston Seminar,6,23,9,8,0,0,0,3,0,0,0,0,0,0,3.71
ANTH,399,Special Topics,0,11,3,2,3,3,1,0,0,0,0,0,0,0,3.52
ANTH,399,Youth and Culture,0,4,6,9,5,1,1,0,0,0,0,0,0,1,3.26
ANTH,411,Methods of Cultural Anth,10,55,7,3,7,2,2,3,1,0,0,0,3,0,3.59
ANTH,414,Writing Ethnography,2,5,3,1,5,4,0,0,1,0,0,0,0,0,3.32
ANTH,437,Primate Behav Endocrinology,0,10,2,4,1,2,1,1,0,1,1,0,0,0,3.29
ANTH,441,Human Genetics,0,32,5,5,5,2,2,0,0,1,0,0,0,0,3.64
ANTH,449,North American Archeology,0,15,2,0,3,0,0,1,0,0,0,0,0,0,3.73
ANTH,459,The Ancient Maya,0,17,0,0,5,0,0,1,0,0,0,0,0,1,3.54
ANTH,460,Heritage Management,0,18,6,0,1,0,0,0,0,0,0,0,0,1,3.73
ANTH,462,Museum Theory and Practice,24,22,12,7,2,3,1,0,2,0,2,0,0,1,3.59
ANTH,466,"Class, Culture and Society",4,18,12,6,2,0,0,0,0,0,0,0,0,0,3.76
ARAB,150,Lang&Culture of Arab World,214,166,55,40,32,17,10,23,3,8,6,5,34,2,3.4
ARAB,201,Elementary Standard Arabic I,6,36,9,8,9,2,8,5,1,0,0,0,2,0,3.38
ARAB,202,Elementary Standard Arabic II,10,11,6,3,10,0,0,2,0,0,1,0,0,0,3.51
ARAB,403,Intermediate Stand Arabic I,17,12,4,7,6,2,0,0,0,0,0,0,0,2,3.55
ARAB,404,Intermediate Stand Arabic II,17,10,5,1,4,2,0,2,1,0,0,0,0,1,3.55
ARAB,405,Advanced Standard Arabic I,6,12,8,8,2,4,0,0,0,0,0,0,2,0,3.44
ARCH,101,Introduction to Architecture,92,743,233,141,151,66,30,31,13,8,8,4,15,10,3.54
ARCH,199,Undergraduate Open Seminar,515,220,193,112,127,11,1,23,3,0,6,0,46,8,3.55
ARCH,210,Intro to the Hist of Arch,71,347,163,139,197,67,58,79,31,17,18,10,36,3,3.15
ARCH,231,Anatomy of Buildings,7,453,141,86,275,21,9,68,1,3,24,0,14,8,3.34
ARCH,233,Construction of Buildings,4,227,20,15,159,6,5,55,7,0,22,0,13,1,3.18
ARCH,233,Construction of Buildings II,4,142,36,16,49,2,2,6,2,0,2,0,3,1,3.56
ARCH,271,Graphics for Architects,14,145,296,461,404,176,118,69,37,10,5,9,22,16,3.05
ARCH,272,Strategies of Arch Design,9,81,165,151,149,53,40,33,18,7,4,2,8,1,3.14
ARCH,341,Environment Tech HVAC,20,121,143,192,235,129,89,71,42,17,12,10,21,3,2.93
ARCH,342,Environment Tech Ltg & Acoust,38,114,142,179,202,118,66,82,18,12,2,2,11,2,3.05
ARCH,351,Statics & Dynamics,131,180,191,176,148,91,59,43,17,9,9,4,11,4,3.26
ARCH,352,Mech of Mat & Design Appl,98,125,164,133,120,75,47,31,16,7,6,4,6,0,3.26
ARCH,373,Arch Design and the Landscape,4,43,103,80,50,21,3,3,3,2,1,1,2,1,3.35
ARCH,374,Arch Design and the City,9,71,70,73,55,23,7,2,2,2,2,0,3,1,3.36
ARCH,403,Islamic Architecture,0,5,9,4,3,5,0,0,1,0,0,0,1,0,3.23
ARCH,403,Modernity's Memory: Rev Arch,0,2,7,7,8,8,0,1,1,0,0,0,2,0,2.94
ARCH,403,Spec Topics in Arch History,0,4,10,9,6,0,0,1,0,0,0,0,1,0,3.31
ARCH,407,Rome: The Eternal City,3,14,11,9,12,3,6,1,0,0,0,0,1,2,3.2
ARCH,409,Special Topics in French Arch,9,51,84,75,38,11,2,0,0,0,0,0,0,0,3.5
ARCH,409,Special Topics in Spanish Arch,0,29,42,46,48,28,10,3,1,0,0,0,0,0,3.25
ARCH,410,Ancient Egyptian & Greek Arch,24,84,51,56,115,35,25,50,4,2,15,0,17,2,2.97
ARCH,411,Ancient Roman Architecture,17,119,73,64,105,29,14,28,6,2,4,0,6,3,3.24
ARCH,412,Medieval Architecture,0,13,32,24,34,24,15,8,3,0,2,0,2,1,3.0
ARCH,413,Renaissance Architecture,36,17,9,5,8,11,8,2,1,2,1,1,3,0,3.3
ARCH,414,Baroque & Rococo Arch,28,40,24,16,20,5,1,9,0,0,1,0,2,1,3.46
ARCH,415,Neoclass & Nineteen Cent Arch,2,7,12,9,9,3,5,3,1,0,0,0,1,1,3.1
ARCH,416,Modern American Architecture,37,116,106,85,96,42,23,20,10,1,4,0,3,2,3.3
ARCH,417,Twentieth-Century Architecture,38,110,76,72,82,27,13,25,10,6,7,3,13,7,3.15
ARCH,423,Soc/Beh Factors for Design,7,26,7,2,4,0,0,0,0,0,0,0,0,0,3.83
ARCH,451,Theory & Design Steel & Timber,244,254,154,108,105,56,31,53,19,10,13,8,25,1,3.35
ARCH,452,Theory of Reinforced Concrete,162,224,177,121,109,60,42,28,13,6,7,0,9,0,3.42
ARCH,468,Overseas Architectural Studies,4,60,64,53,18,7,1,0,0,0,0,0,1,0,3.57
ARCH,475,Arch Design & Development,6,23,31,22,12,6,7,1,0,0,0,0,0,0,3.46
ARCH,476,Arch Design & Exploration,1,32,47,42,12,14,3,0,0,0,0,0,0,0,3.47
ARCH,480,Sustainable Design Principles,4,52,18,8,11,9,1,0,0,0,0,0,0,0,3.65
ARCH,501,Architectural Practice,58,140,126,87,74,42,18,16,1,0,0,0,0,0,3.48
ARCH,502,Structural Planning,15,94,103,85,69,44,13,4,2,0,2,0,0,0,3.4
ARCH,536,Plng & Design of Struct Sys,6,25,15,12,7,4,6,6,0,0,0,0,0,1,3.37
ARCH,551,Structural Analysis,6,10,4,8,8,8,0,0,0,0,0,0,0,0,3.42
ARCH,553,Adv Reinforced Concrete Design,2,2,5,2,7,4,0,0,0,0,0,0,0,0,3.3
ARCH,554,Adv Steel Design,4,21,13,2,2,0,1,0,0,0,0,0,0,0,3.78
ARCH,556,Advanced Structural Planning,6,7,2,4,6,0,0,0,0,0,0,0,0,0,3.63
ARCH,563,Soc/Beh Research Designed Env,2,11,1,4,1,1,0,1,0,0,0,0,0,0,3.65
ARCH,577,Theories of Architecture,10,15,26,14,20,14,2,3,0,0,0,0,0,1,3.33
ARCH,577,Theory of Architecture,12,61,149,143,108,116,38,19,10,1,0,1,3,7,3.13
ARCH,595,Spec Prob Struct Theory & Des,63,83,54,37,27,7,9,4,2,1,1,0,0,0,3.61
ART,100,Understanding Visual Culture,25,312,257,146,102,57,27,19,9,2,9,4,17,6,3.39
ART,102,Drawing for Non-Majors,30,63,20,16,6,3,1,3,0,0,0,2,0,1,3.69
ART,103,Painting for Non-Majors,10,47,13,3,2,0,0,0,0,0,0,0,0,0,3.89
ART,104,Sculpture for Non-Majors,12,8,0,0,0,1,0,0,0,0,0,0,0,0,3.94
ART,105,Visual Design for Non-Majors,38,304,116,32,12,7,1,11,1,1,1,0,2,1,3.76
ART,140,Introduction to Art,9,39,5,4,3,0,1,0,0,0,0,0,3,0,3.67
ART,202,Art in the Elementary Grades,65,198,26,14,7,0,2,2,0,0,0,0,0,0,3.9
ART,205,Experience & Meaning in Design,0,53,1,9,11,0,4,1,3,1,0,1,1,4,3.34
ART,250,Writing with Video,0,17,6,9,3,2,0,0,0,0,2,0,3,0,3.25
ART,299,Drawing for Non-Majors,7,75,44,5,20,1,0,2,0,0,0,0,2,0,3.67
ART,299,Fashion Design,7,11,2,1,0,0,0,0,0,0,0,0,0,0,3.94
ART,299,Painting for Non-Majors,5,18,15,3,2,2,1,0,0,0,0,0,0,0,3.71
ART,299,Special Topics in Art,0,28,22,22,16,4,2,0,0,0,0,0,0,0,3.5
ART,299,Thinking with Type,1,12,10,2,0,1,0,2,0,0,0,0,2,0,3.4
ART,310,Design Thinking,30,99,57,25,9,10,1,4,1,0,0,3,3,1,3.6
ARTD,201,Industrial Design I,1,39,71,84,67,27,4,2,1,0,0,0,1,1,3.32
ARTD,202,Industrial Design II,13,39,53,59,26,18,8,3,1,0,0,0,0,0,3.42
ARTD,209,Chado (The Way of Tea),15,67,3,6,5,4,4,4,0,2,0,0,7,3,3.37
ARTD,211,Design History Survey,50,132,34,8,30,8,4,4,0,0,1,0,1,1,3.7
ARTD,212,Introduction to Typography,8,10,12,10,8,0,0,4,0,0,0,0,0,2,3.36
ARTD,213,Introduction to Image Making,6,15,6,0,1,0,0,0,0,0,0,0,0,1,3.76
ARTD,215,Introduction to Typography,1,16,16,9,6,1,1,1,0,0,0,0,0,1,3.49
ARTD,216,Introduction to Image Making,3,19,1,0,2,2,0,2,1,0,0,0,0,2,3.4
ARTD,217,Introduction to Graphic Design,0,10,12,5,0,1,0,0,0,0,2,0,1,0,3.4
ARTD,218,Intro to Web Technologies,14,34,17,4,5,8,2,0,0,1,1,1,1,1,3.5
ARTD,222,Typographic Practice,7,23,2,6,5,0,0,0,0,0,0,1,0,2,3.54
ARTD,225,Design Drawing,0,14,19,26,43,19,2,4,1,4,2,0,8,1,2.89
ARTD,225,Design Drawing I,5,28,27,36,50,30,13,4,1,0,0,0,0,0,3.2
ARTD,226,Product Innovation,9,31,44,37,27,3,1,1,0,0,0,0,0,0,3.52
ARTD,228,Computer Applications,0,9,5,15,6,11,2,10,6,0,0,0,2,0,2.82
ARTD,228,Computer Applications I,0,23,17,17,12,6,3,3,0,0,0,0,0,0,3.41
ARTD,230,Design Thinking/Need-Finding,7,12,12,1,0,0,0,0,0,0,0,0,0,0,3.85
ARTD,260,Basic Photography,0,12,1,1,3,0,1,2,0,0,1,0,1,0,3.24
ARTD,261,Photography II,0,20,0,0,0,0,0,0,1,0,0,0,0,0,3.89
ARTD,270,Design Methods,1,33,16,8,6,0,0,1,0,0,0,0,0,0,3.71
ARTD,299,Disability + Relevant Design,1,16,12,25,7,1,1,0,0,0,0,0,0,0,3.51
ARTD,299,Mining the University,9,8,3,2,0,0,2,0,0,0,0,0,1,0,3.61
ARTD,299,Spec Topics in Design Courses,0,21,0,1,0,0,0,0,0,0,0,0,0,0,3.97
ARTD,301,Industrial Design III,2,19,27,37,40,25,19,24,7,0,1,1,6,3,2.84
ARTD,302,Industrial Design IV,0,21,21,17,46,9,14,11,1,0,0,2,0,0,3.08
ARTD,310,Intermediate Graphic Design I,7,21,34,34,12,12,5,2,0,0,0,3,0,1,3.33
ARTD,313,Digital Interaction,1,43,16,18,10,3,1,1,2,1,0,1,2,0,3.46
ARTD,326,Sustainability & Manufacturing,6,27,50,31,31,20,5,3,1,1,1,0,2,0,3.3
ARTD,326,Sustainable Product Design,0,8,12,6,6,0,2,3,0,0,0,0,0,0,3.37
ARTD,328,Human-Centered Product Design,33,53,60,31,13,7,0,1,1,1,0,0,0,1,3.63
ARTD,330,Design Drawing II,0,12,16,47,27,12,0,1,0,0,0,0,0,0,3.29
ARTD,333,Type & Image,7,9,2,0,3,0,0,1,0,0,0,1,1,0,3.46
ARTD,351,Graphic Design Inquiry,0,24,8,8,2,1,0,1,0,0,0,0,0,0,3.7
ARTD,362,Photography Workshop,10,8,2,0,1,0,0,0,0,0,0,0,0,0,3.92
ARTD,371,Graphic Design Practicum,1,12,5,3,2,0,0,0,0,0,0,0,0,0,3.75
ARTD,401,Industrial Design V,18,50,29,51,40,14,2,5,3,3,1,0,2,0,3.35
ARTD,402,Industrial Design VI,25,33,46,43,29,15,5,5,2,0,0,0,0,0,3.43
ARTD,410,Advanced Graphic Design I,6,35,35,23,5,4,0,3,0,2,0,4,0,0,3.47
ARTD,411,Advanced Graphic Design II,3,30,11,5,15,0,2,1,0,0,0,0,0,0,3.59
ARTD,418,Digital Interaction Sandbox,0,7,8,3,0,0,0,0,0,1,1,1,1,0,3.2
ARTD,426,Product Innovation,16,48,32,26,13,6,8,3,2,0,2,0,0,0,3.49
ARTD,444,Typographic Systems,0,13,4,1,3,0,0,0,0,0,0,0,0,0,3.76
ARTD,445,Professional Practice,3,10,21,11,5,4,0,2,1,0,0,2,0,0,3.36
ARTD,445,Seminar in Design,8,19,18,9,13,3,4,0,1,1,0,0,0,1,3.42
ARTD,445,Visiting Lecture Design Series,0,4,16,3,4,2,2,2,0,0,0,0,0,0,3.35
ARTD,448,Professional Design Practice,14,24,19,13,6,4,1,1,0,0,0,0,0,0,3.63
ARTD,471,Graphic Design Capstone,2,19,8,2,1,0,0,0,0,0,0,0,0,0,3.84
ARTD,499,Mining the University,1,12,2,3,4,3,0,0,0,0,0,0,0,0,3.57
ARTD,499,Special Topics in Design,6,23,27,31,18,5,0,5,0,0,2,0,10,0,3.13
ARTD,499,Sustainable Life Cycle Design,1,0,2,3,11,2,0,1,0,0,1,0,1,1,2.72
ARTE,201,Foundations of Art Education,0,7,7,3,1,3,0,0,0,0,0,0,0,0,3.56
ARTE,475,Art Exhibition Practices,6,16,2,2,0,0,0,0,0,0,0,0,0,0,3.92
ARTF,101,Contemporary Issues in Art,64,471,176,111,99,37,31,46,15,5,23,18,35,3,3.34
ARTF,103,Design I,4,11,4,0,0,0,0,1,0,0,0,0,1,0,3.65
ARTF,104,Drawing II,4,20,12,9,13,4,1,0,0,0,0,0,0,0,3.52
ARTH,111,Ancient to Medieval Art,15,38,59,33,37,14,6,9,1,4,2,1,2,2,3.27
ARTH,112,Renaissance to Modern Art,11,57,44,20,14,18,7,11,7,3,3,2,4,0,3.23
ARTH,113,Introduction to African Art,10,19,25,26,5,9,4,4,5,4,1,1,0,0,3.24
ARTH,114,Introduction to East Asian Art,2,10,17,17,30,15,11,7,9,4,0,0,4,2,2.79
ARTH,115,Art in a Global Context,3,24,58,45,67,16,9,8,3,1,1,0,2,0,3.2
ARTH,127,Sustainable Design,1,16,1,3,0,0,0,0,0,0,0,0,0,0,3.89
ARTH,211,Design History Survey,0,18,30,29,71,17,5,10,0,2,2,0,1,1,3.08
ARTH,215,Greek Art,2,11,3,11,10,8,3,3,4,0,1,1,0,1,2.97
ARTH,222,Medieval Art,4,24,16,10,10,2,2,4,3,3,2,0,1,2,3.17
ARTH,231,Northern Renaissance Art,0,7,17,13,8,10,2,1,1,0,0,0,0,0,3.27
ARTH,235,Baroque Art,7,27,28,20,17,15,2,9,2,1,1,2,2,0,3.2
ARTH,240,Art of the Nineteenth Century,2,16,17,27,30,12,7,2,2,1,0,0,0,0,3.2
ARTH,241,20thCen European Art 1880-1940,4,28,15,10,10,3,2,1,0,0,0,0,4,0,3.39
ARTH,241,"Modern Art, 1880-1940",0,7,13,12,8,2,1,1,1,1,1,0,0,0,3.26
ARTH,242,Art Since 1940,1,8,8,5,0,3,1,2,0,0,0,0,0,0,3.44
